400	725635.59322
401	751720.48703
402	799147.57592
403	794491.52542
404	752118.64407
405	758218.45175
406	732484.07643
407	759829.96812
408	778189.51826
409	641767.49079
410	779768.17703
411	601383.71474
412	688559.32203
413	650105.70825
414	625000
415	795155.34492
416	685805.42265
417	736454.49763
418	680021.08593
419	629296.66843
420	750528.54123
421	722635.49416
422	829787.23404
423	794491.52542
424	810953.13323
425	789613.14255
426	946808.51064
427	921122.28692
428	832894.04323
429	798071.7729
430	805938.49417
431	893707.03332
432	953635.40569
433	1.02128E6
434	1.01319E6
435	1.17802E6
436	1.26455E6
437	1.26984E6
438	1.33825E6
439	1.4E6
440	1.36388E6
441	1.68969E6
442	1.71338E6
443	1.79787E6
444	1.71958E6
445	1.72213E6
446	2.01481E6
447	1.95985E6
448	2.01587E6
449	2.17575E6
450	2.17949E6
451	2.40486E6
452	2.23573E6
453	2.69414E6
454	2.77954E6
455	2.72536E6
456	2.83677E6
457	3.07815E6
458	2.99841E6
459	3.56346E6
460	3.71368E6
461	3.37539E6
462	3.46561E6
463	3.35801E6
464	3.51979E6
465	3.7698E6
466	3.47803E6
467	3.47252E6
468	3.82878E6
469	3.72414E6
470	3.58421E6
471	3.45188E6
472	3.58005E6
473	3.76712E6
474	3.44809E6
475	3.47046E6
476	3.62342E6
477	3.32277E6
478	3.31751E6
479	3.42091E6
480	3.25144E6
481	3.46928E6
482	3.2381E6
483	3.44992E6
484	3.26509E6
485	3.40179E6
486	3.21523E6
487	3.2241E6
488	3.5892E6
489	3.47112E6
490	3.53439E6
491	3.4683E6
492	3.32095E6
493	3.50396E6
494	3.49788E6
495	3.29793E6
496	3.38974E6
497	3.16456E6
498	3.26933E6
499	3.33687E6
500	3.60465E6
501	3.53128E6
502	3.88179E6
503	3.63685E6
504	3.84534E6
505	3.88036E6
506	3.93987E6
507	4.14376E6
508	3.82118E6
509	4.21164E6
510	4.31734E6
511	4.45329E6
512	4.50526E6
513	4.39957E6
514	3.97456E6
515	4.63945E6
516	4.71898E6
517	4.45455E6
518	4.39596E6
519	4.44386E6
520	4.3219E6
521	4.5296E6
522	4.55172E6
523	4.03573E6
524	4.36679E6
525	4.33665E6
526	4.3819E6
527	4.66842E6
528	4.29406E6
529	4.62953E6
530	4.45029E6
531	4.44853E6
532	4.76616E6
533	4.79683E6
534	4.71728E6
535	4.55021E6
536	4.94253E6
537	4.87153E6
538	4.99474E6
539	4.72383E6
540	5.18382E6
541	4.99211E6
542	5.25735E6
543	5.45216E6
544	5.7E6
545	5.51797E6
546	5.74828E6
547	5.75758E6
548	5.78307E6
549	5.99684E6
550	6.17258E6
551	6.34504E6
552	6.29493E6
553	5.80064E6
554	6.15589E6
555	6.36316E6
556	6.16852E6
557	6.28286E6
558	6.47584E6
559	6.20672E6
560	6.29649E6
561	6.21906E6
562	6.48421E6
563	6.06141E6
564	6.49317E6
565	6.47371E6
566	6.16482E6
567	6.48089E6
568	6.15547E6
569	6.24671E6
570	6.29512E6
571	6.26842E6
572	6.06029E6
573	5.90095E6
574	5.77967E6
575	5.85662E6
576	5.95137E6
577	5.86024E6
578	6.21893E6
579	6.05882E6
580	5.87705E6
581	5.76378E6
582	5.97354E6
583	5.50237E6
584	5.94896E6
585	5.64966E6
586	5.43971E6
587	5.2396E6
588	5.37203E6
589	5.41314E6
590	5.1618E6
591	5.47945E6
592	5.14226E6
593	5.25844E6
594	5.347E6
595	5.20042E6
596	5.07676E6
597	4.97615E6
598	5.11603E6
599	4.90765E6
600	5.04772E6
601	5.01329E6
602	4.80253E6
603	5.01062E6
604	4.43915E6
605	4.60359E6
606	4.79409E6
607	4.42328E6
608	4.40751E6
609	4.41503E6
610	4.72208E6
611	4.35816E6
612	4.4291E6
613	4.35612E6
614	4.27819E6
615	3.9557E6
616	3.90451E6
617	4.06699E6
618	3.84942E6
619	3.97685E6
620	3.89686E6
621	4.02639E6
622	3.66086E6
623	3.73876E6
624	3.74536E6
625	3.74275E6
626	3.50933E6
627	3.4532E6
628	3.40212E6
629	3.27004E6
630	3.46032E6
631	2.8746E6
632	3.46256E6
633	3.15539E6
634	2.74829E6
635	2.85034E6
636	2.91776E6
637	2.83621E6
638	2.94488E6
639	2.93869E6
640	2.86318E6
641	2.87441E6
642	2.41253E6
643	2.70058E6
644	2.34678E6
645	2.2956E6
646	2.44748E6
647	2.5118E6
648	2.2328E6
649	2.22222E6
650	2.19063E6
651	2.05329E6
652	2.20759E6
653	2.08399E6
654	1.97389E6
655	1.95045E6
656	1.91802E6
657	1.83781E6
658	1.92853E6
659	1.88947E6
660	1.86047E6
661	1.97999E6
662	1.74278E6
663	1.66054E6
664	1.78496E6
665	1.80767E6
666	1.67452E6
667	1.70324E6
668	1.61426E6
669	1.59686E6
670	1.84737E6
671	1.56499E6
672	1.43609E6
673	1.4E6
674	1.52748E6
675	1.2059E6
676	1.38713E6
677	1.44433E6
678	1.35362E6
679	1.07725E6
680	1.2795E6
681	1.44737E6
682	1.34281E6
683	1.17027E6
684	1.05567E6
685	1.09705E6
686	1.29066E6
687	1.0654E6
688	1.02362E6
689	1.11866E6
690	1.06069E6
691	1.12698E6
692	1.06204E6
693	1.01632E6
694	908613.44538
695	1.01944E6
696	1.01411E6
697	833773.08707
698	805938.49417
699	1.00999E6
700	878947.36842
