4.00E-07, (1.76250e,0.00000e
4.00E-07, (1.76243e,0.00000e
4.00E-07, (1.76237e,0.00000e
4.01E-07, (1.76230e,0.00000e
4.01E-07, (1.76224e,0.00000e
4.01E-07, (1.76217e,0.00000e
4.01E-07, (1.76211e,0.00000e
4.01E-07, (1.76204e,0.00000e
4.02E-07, (1.76198e,0.00000e
4.02E-07, (1.76191e,0.00000e
4.02E-07, (1.76185e,0.00000e
4.02E-07, (1.76178e,0.00000e
4.03E-07, (1.76172e,0.00000e
4.03E-07, (1.76166e,0.00000e
4.03E-07, (1.76159e,0.00000e
4.03E-07, (1.76153e,0.00000e
4.03E-07, (1.76146e,0.00000e
4.04E-07, (1.76140e,0.00000e
4.04E-07, (1.76134e,0.00000e
4.04E-07, (1.76127e,0.00000e
4.04E-07, (1.76121e,0.00000e
4.04E-07, (1.76114e,0.00000e
4.05E-07, (1.76108e,0.00000e
4.05E-07, (1.76102e,0.00000e
4.05E-07, (1.76095e,0.00000e
4.05E-07, (1.76089e,0.00000e
4.05E-07, (1.76083e,0.00000e
4.06E-07, (1.76076e,0.00000e
4.06E-07, (1.76070e,0.00000e
4.06E-07, (1.76064e,0.00000e
4.06E-07, (1.76058e,0.00000e
4.07E-07, (1.76051e,0.00000e
4.07E-07, (1.76045e,0.00000e
4.07E-07, (1.76039e,0.00000e
4.07E-07, (1.76033e,0.00000e
4.07E-07, (1.76026e,0.00000e
4.08E-07, (1.76020e,0.00000e
4.08E-07, (1.76014e,0.00000e
4.08E-07, (1.76008e,0.00000e
4.08E-07, (1.76002e,0.00000e
4.08E-07, (1.75996e,0.00000e
4.09E-07, (1.75989e,0.00000e
4.09E-07, (1.75983e,0.00000e
4.09E-07, (1.75977e,0.00000e
4.09E-07, (1.75971e,0.00000e
4.09E-07, (1.75965e,0.00000e
4.10E-07, (1.75959e,0.00000e
4.10E-07, (1.75953e,0.00000e
4.10E-07, (1.75947e,0.00000e
4.10E-07, (1.75940e,0.00000e
4.11E-07, (1.75934e,0.00000e
4.11E-07, (1.75928e,0.00000e
4.11E-07, (1.75922e,0.00000e
4.11E-07, (1.75916e,0.00000e
4.11E-07, (1.75910e,0.00000e
4.12E-07, (1.75904e,0.00000e
4.12E-07, (1.75898e,0.00000e
4.12E-07, (1.75892e,0.00000e
4.12E-07, (1.75886e,0.00000e
4.12E-07, (1.75880e,0.00000e
4.13E-07, (1.75874e,0.00000e
4.13E-07, (1.75868e,0.00000e
4.13E-07, (1.75862e,0.00000e
4.13E-07, (1.75856e,0.00000e
4.13E-07, (1.75850e,0.00000e
4.14E-07, (1.75844e,0.00000e
4.14E-07, (1.75838e,0.00000e
4.14E-07, (1.75832e,0.00000e
4.14E-07, (1.75827e,0.00000e
4.14E-07, (1.75821e,0.00000e
4.15E-07, (1.75815e,0.00000e
4.15E-07, (1.75809e,0.00000e
4.15E-07, (1.75803e,0.00000e
4.15E-07, (1.75797e,0.00000e
4.16E-07, (1.75791e,0.00000e
4.16E-07, (1.75785e,0.00000e
4.16E-07, (1.75780e,0.00000e
4.16E-07, (1.75774e,0.00000e
4.16E-07, (1.75768e,0.00000e
4.17E-07, (1.75762e,0.00000e
4.17E-07, (1.75756e,0.00000e
4.17E-07, (1.75750e,0.00000e
4.17E-07, (1.75745e,0.00000e
4.17E-07, (1.75739e,0.00000e
4.18E-07, (1.75733e,0.00000e
4.18E-07, (1.75727e,0.00000e
4.18E-07, (1.75722e,0.00000e
4.18E-07, (1.75716e,0.00000e
4.18E-07, (1.75710e,0.00000e
4.19E-07, (1.75704e,0.00000e
4.19E-07, (1.75699e,0.00000e
4.19E-07, (1.75693e,0.00000e
4.19E-07, (1.75687e,0.00000e
4.20E-07, (1.75682e,0.00000e
4.20E-07, (1.75676e,0.00000e
4.20E-07, (1.75670e,0.00000e
4.20E-07, (1.75665e,0.00000e
4.20E-07, (1.75659e,0.00000e
4.21E-07, (1.75653e,0.00000e
4.21E-07, (1.75648e,0.00000e
4.21E-07, (1.75642e,0.00000e
4.21E-07, (1.75636e,0.00000e
4.21E-07, (1.75631e,0.00000e
4.22E-07, (1.75625e,0.00000e
4.22E-07, (1.75620e,0.00000e
4.22E-07, (1.75614e,0.00000e
4.22E-07, (1.75608e,0.00000e
4.22E-07, (1.75603e,0.00000e
4.23E-07, (1.75597e,0.00000e
4.23E-07, (1.75592e,0.00000e
4.23E-07, (1.75586e,0.00000e
4.23E-07, (1.75581e,0.00000e
4.24E-07, (1.75575e,0.00000e
4.24E-07, (1.75570e,0.00000e
4.24E-07, (1.75564e,0.00000e
4.24E-07, (1.75559e,0.00000e
4.24E-07, (1.75553e,0.00000e
4.25E-07, (1.75548e,0.00000e
4.25E-07, (1.75542e,0.00000e
4.25E-07, (1.75537e,0.00000e
4.25E-07, (1.75531e,0.00000e
4.25E-07, (1.75526e,0.00000e
4.26E-07, (1.75520e,0.00000e
4.26E-07, (1.75515e,0.00000e
4.26E-07, (1.75509e,0.00000e
4.26E-07, (1.75504e,0.00000e
4.26E-07, (1.75498e,0.00000e
4.27E-07, (1.75493e,0.00000e
4.27E-07, (1.75488e,0.00000e
4.27E-07, (1.75482e,0.00000e
4.27E-07, (1.75477e,0.00000e
4.28E-07, (1.75471e,0.00000e
4.28E-07, (1.75466e,0.00000e
4.28E-07, (1.75461e,0.00000e
4.28E-07, (1.75455e,0.00000e
4.28E-07, (1.75450e,0.00000e
4.29E-07, (1.75445e,0.00000e
4.29E-07, (1.75439e,0.00000e
4.29E-07, (1.75434e,0.00000e
4.29E-07, (1.75429e,0.00000e
4.29E-07, (1.75423e,0.00000e
4.30E-07, (1.75418e,0.00000e
4.30E-07, (1.75413e,0.00000e
4.30E-07, (1.75408e,0.00000e
4.30E-07, (1.75402e,0.00000e
4.30E-07, (1.75397e,0.00000e
4.31E-07, (1.75392e,0.00000e
4.31E-07, (1.75386e,0.00000e
4.31E-07, (1.75381e,0.00000e
4.31E-07, (1.75376e,0.00000e
4.32E-07, (1.75371e,0.00000e
4.32E-07, (1.75366e,0.00000e
4.32E-07, (1.75360e,0.00000e
4.32E-07, (1.75355e,0.00000e
4.32E-07, (1.75350e,0.00000e
4.33E-07, (1.75345e,0.00000e
4.33E-07, (1.75340e,0.00000e
4.33E-07, (1.75334e,0.00000e
4.33E-07, (1.75329e,0.00000e
4.33E-07, (1.75324e,0.00000e
4.34E-07, (1.75319e,0.00000e
4.34E-07, (1.75314e,0.00000e
4.34E-07, (1.75309e,0.00000e
4.34E-07, (1.75303e,0.00000e
4.34E-07, (1.75298e,0.00000e
4.35E-07, (1.75293e,0.00000e
4.35E-07, (1.75288e,0.00000e
4.35E-07, (1.75283e,0.00000e
4.35E-07, (1.75278e,0.00000e
4.35E-07, (1.75273e,0.00000e
4.36E-07, (1.75268e,0.00000e
4.36E-07, (1.75263e,0.00000e
4.36E-07, (1.75258e,0.00000e
4.36E-07, (1.75253e,0.00000e
4.37E-07, (1.75247e,0.00000e
4.37E-07, (1.75242e,0.00000e
4.37E-07, (1.75237e,0.00000e
4.37E-07, (1.75232e,0.00000e
4.37E-07, (1.75227e,0.00000e
4.38E-07, (1.75222e,0.00000e
4.38E-07, (1.75217e,0.00000e
4.38E-07, (1.75212e,0.00000e
4.38E-07, (1.75207e,0.00000e
4.38E-07, (1.75202e,0.00000e
4.39E-07, (1.75197e,0.00000e
4.39E-07, (1.75192e,0.00000e
4.39E-07, (1.75187e,0.00000e
4.39E-07, (1.75182e,0.00000e
4.39E-07, (1.75177e,0.00000e
4.40E-07, (1.75173e,0.00000e
4.40E-07, (1.75168e,0.00000e
4.40E-07, (1.75163e,0.00000e
4.40E-07, (1.75158e,0.00000e
4.41E-07, (1.75153e,0.00000e
4.41E-07, (1.75148e,0.00000e
4.41E-07, (1.75143e,0.00000e
4.41E-07, (1.75138e,0.00000e
4.41E-07, (1.75133e,0.00000e
4.42E-07, (1.75128e,0.00000e
4.42E-07, (1.75123e,0.00000e
4.42E-07, (1.75119e,0.00000e
4.42E-07, (1.75114e,0.00000e
4.42E-07, (1.75109e,0.00000e
4.43E-07, (1.75104e,0.00000e
4.43E-07, (1.75099e,0.00000e
4.43E-07, (1.75094e,0.00000e
4.43E-07, (1.75090e,0.00000e
4.43E-07, (1.75085e,0.00000e
4.44E-07, (1.75080e,0.00000e
4.44E-07, (1.75075e,0.00000e
4.44E-07, (1.75070e,0.00000e
4.44E-07, (1.75066e,0.00000e
4.45E-07, (1.75061e,0.00000e
4.45E-07, (1.75056e,0.00000e
4.45E-07, (1.75051e,0.00000e
4.45E-07, (1.75046e,0.00000e
4.45E-07, (1.75042e,0.00000e
4.46E-07, (1.75037e,0.00000e
4.46E-07, (1.75032e,0.00000e
4.46E-07, (1.75027e,0.00000e
4.46E-07, (1.75023e,0.00000e
4.46E-07, (1.75018e,0.00000e
4.47E-07, (1.75013e,0.00000e
4.47E-07, (1.75009e,0.00000e
4.47E-07, (1.75004e,0.00000e
4.47E-07, (1.74999e,0.00000e
4.47E-07, (1.74994e,0.00000e
4.48E-07, (1.74990e,0.00000e
4.48E-07, (1.74985e,0.00000e
4.48E-07, (1.74980e,0.00000e
4.48E-07, (1.74976e,0.00000e
4.49E-07, (1.74971e,0.00000e
4.49E-07, (1.74966e,0.00000e
4.49E-07, (1.74962e,0.00000e
4.49E-07, (1.74957e,0.00000e
4.49E-07, (1.74953e,0.00000e
4.50E-07, (1.74948e,0.00000e
4.50E-07, (1.74943e,0.00000e
4.50E-07, (1.74939e,0.00000e
4.50E-07, (1.74934e,0.00000e
4.50E-07, (1.74929e,0.00000e
4.51E-07, (1.74925e,0.00000e
4.51E-07, (1.74920e,0.00000e
4.51E-07, (1.74916e,0.00000e
4.51E-07, (1.74911e,0.00000e
4.51E-07, (1.74907e,0.00000e
4.52E-07, (1.74902e,0.00000e
4.52E-07, (1.74897e,0.00000e
4.52E-07, (1.74893e,0.00000e
4.52E-07, (1.74888e,0.00000e
4.53E-07, (1.74884e,0.00000e
4.53E-07, (1.74879e,0.00000e
4.53E-07, (1.74875e,0.00000e
4.53E-07, (1.74870e,0.00000e
4.53E-07, (1.74866e,0.00000e
4.54E-07, (1.74861e,0.00000e
4.54E-07, (1.74857e,0.00000e
4.54E-07, (1.74852e,0.00000e
4.54E-07, (1.74848e,0.00000e
4.54E-07, (1.74843e,0.00000e
4.55E-07, (1.74839e,0.00000e
4.55E-07, (1.74834e,0.00000e
4.55E-07, (1.74830e,0.00000e
4.55E-07, (1.74825e,0.00000e
4.55E-07, (1.74821e,0.00000e
4.56E-07, (1.74817e,0.00000e
4.56E-07, (1.74812e,0.00000e
4.56E-07, (1.74808e,0.00000e
4.56E-07, (1.74803e,0.00000e
